assembly_name	original_file_name	taxid	organism_name	strain	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_015911785.1_ASM1591178v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911785.1_ASM1591178v1_genomic.gbff	305	Ralstonia_solanacearum	PD:441	74	73	100.00	2.70
GCF_015911755.1_ASM1591175v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911755.1_ASM1591175v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	PD:7123	74	73	100.00	1.35
GCF_015911795.1_ASM1591179v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911795.1_ASM1591179v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1828	74	73	100.00	2.70
GCF_015911775.1_ASM1591177v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911775.1_ASM1591177v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:3731	74	73	100.00	2.70
GCF_015911835.1_ASM1591183v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911835.1_ASM1591183v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1808	74	73	100.00	2.70
GCF_015911845.1_ASM1591184v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911845.1_ASM1591184v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1809	74	73	100.00	2.70
GCF_015911875.1_ASM1591187v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911875.1_ASM1591187v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1805	74	73	100.00	2.70
GCF_015911895.1_ASM1591189v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911895.1_ASM1591189v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1804	74	73	100.00	2.70
GCF_015911905.1_ASM1591190v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911905.1_ASM1591190v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1806	74	73	100.00	2.70
GCF_015911985.1_ASM1591198v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911985.1_ASM1591198v1_genomic.gbff	305	Ralstonia_solanacearum	PD:2942	74	73	100.00	2.70
GCF_015912005.1_ASM1591200v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912005.1_ASM1591200v1_genomic.gbff	305	Ralstonia_solanacearum	PD:2941	74	73	100.00	2.70
GCF_015911935.1_ASM1591193v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911935.1_ASM1591193v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1752	74	73	100.00	2.70
GCF_015911945.1_ASM1591194v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911945.1_ASM1591194v1_genomic.gbff	305	Ralstonia_solanacearum	CFBP:3581	74	73	100.00	2.70
GCF_015911975.1_ASM1591197v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015911975.1_ASM1591197v1_genomic.gbff	305	Ralstonia_solanacearum	IPO:1750	74	73	100.00	2.70
GCF_015912055.1_ASM1591205v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912055.1_ASM1591205v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	PD:1256	74	73	100.00	1.35
GCF_015912065.1_ASM1591206v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912065.1_ASM1591206v1_genomic.gbff	305	Ralstonia_solanacearum	PD:1445	74	72	100.00	4.05
GCF_015912085.1_ASM1591208v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912085.1_ASM1591208v1_genomic.gbff	305	Ralstonia_solanacearum	PD:1260	74	73	100.00	2.70
GCF_015912105.1_ASM1591210v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912105.1_ASM1591210v1_genomic.gbff	305	Ralstonia_solanacearum	PD:1408	74	73	100.00	2.70
GCF_015912135.1_ASM1591213v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912135.1_ASM1591213v1_genomic.gbff	305	Ralstonia_solanacearum	PD:1254	74	73	100.00	2.70
GCF_015912145.1_ASM1591214v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912145.1_ASM1591214v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	PD:1419	74	73	100.00	1.35
GCF_015912235.1_ASM1591223v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912235.1_ASM1591223v1_genomic.gbff	305	Ralstonia_solanacearum	PD:2763	74	73	100.00	2.70
GCF_015912195.1_ASM1591219v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912195.1_ASM1591219v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	PD:1255	74	73	100.00	1.35
GCF_015912175.1_ASM1591217v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912175.1_ASM1591217v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	NCPPB:1579	74	73	100.00	1.35
GCF_015912245.1_ASM1591224v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912245.1_ASM1591224v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 72	74	73	100.00	1.35
GCF_015912205.1_ASM1591220v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912205.1_ASM1591220v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	NCPPB:790	74	73	100.00	1.35
GCF_015912275.1_ASM1591227v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912275.1_ASM1591227v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 66	74	73	100.00	1.35
GCF_015912315.1_ASM1591231v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912315.1_ASM1591231v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 30	73	72	98.65	1.35
GCF_015912285.1_ASM1591228v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912285.1_ASM1591228v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 59	73	72	98.65	1.35
GCF_015912335.1_ASM1591233v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912335.1_ASM1591233v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 16	73	72	98.65	1.35
GCF_015912355.1_ASM1591235v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912355.1_ASM1591235v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 54	73	72	98.65	1.35
GCF_016094595.1_ASM1609459v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016094595.1_ASM1609459v1_genomic.gbff	346	Xanthomonas_citri	CCRMXCV17	74	74	100.00	0.00
GCF_015912375.1_ASM1591237v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912375.1_ASM1591237v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 7	74	73	100.00	1.35
GCF_016094615.1_ASM1609461v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016094615.1_ASM1609461v1_genomic.gbff	346	Xanthomonas_citri	CCRMXCV117	74	73	100.00	1.35
GCF_015999365.1_ASM1599936v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015999365.1_ASM1599936v1_genomic.gbff	305	Ralstonia_solanacearum	362200	74	71	100.00	4.05
GCF_015912385.1_ASM1591238v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_015912385.1_ASM1591238v1_genomic.gbff	1310165	Ralstonia_pseudosolanacearum	Lallmahomed 13	73	72	98.65	1.35
GCF_016106685.1_ASM1610668v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106685.1_ASM1610668v1_genomic.gbff	204039	Dickeya_dianthicola	NY1760A	74	74	100.00	0.00
GCF_016106715.1_ASM1610671v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106715.1_ASM1610671v1_genomic.gbff	204039	Dickeya_dianthicola	NY1785A	74	74	100.00	0.00
GCF_016106695.1_ASM1610669v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106695.1_ASM1610669v1_genomic.gbff	204039	Dickeya_dianthicola	NY1746A	74	74	100.00	0.00
GCF_016106725.1_ASM1610672v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106725.1_ASM1610672v1_genomic.gbff	204039	Dickeya_dianthicola	NY1758A	74	74	100.00	0.00
GCF_016106805.1_ASM1610680v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106805.1_ASM1610680v1_genomic.gbff	204039	Dickeya_dianthicola	NY1713C	74	74	100.00	0.00
GCF_016106815.1_ASM1610681v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106815.1_ASM1610681v1_genomic.gbff	204039	Dickeya_dianthicola	NY1559C	74	74	100.00	0.00
GCF_016106885.1_ASM1610688v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106885.1_ASM1610688v1_genomic.gbff	204039	Dickeya_dianthicola	NY1558D	74	74	100.00	0.00
GCF_016106795.1_ASM1610679v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106795.1_ASM1610679v1_genomic.gbff	204039	Dickeya_dianthicola	NY1578A	74	74	100.00	0.00
GCF_016106785.1_ASM1610678v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106785.1_ASM1610678v1_genomic.gbff	204039	Dickeya_dianthicola	NY1719A	74	74	100.00	0.00
GCF_016106855.1_ASM1610685v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106855.1_ASM1610685v1_genomic.gbff	204039	Dickeya_dianthicola	NY1562C	74	74	100.00	0.00
GCF_016106895.1_ASM1610689v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106895.1_ASM1610689v1_genomic.gbff	204039	Dickeya_dianthicola	NY1547B	74	74	100.00	0.00
GCF_016106935.1_ASM1610693v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106935.1_ASM1610693v1_genomic.gbff	204039	Dickeya_dianthicola	NY1557A	74	74	100.00	0.00
GCF_016107085.1_ASM1610708v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107085.1_ASM1610708v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1587A	74	74	100.00	0.00
GCF_016106945.1_ASM1610694v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106945.1_ASM1610694v1_genomic.gbff	204039	Dickeya_dianthicola	NY1556C	74	74	100.00	0.00
GCF_016106925.1_ASM1610692v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106925.1_ASM1610692v1_genomic.gbff	204039	Dickeya_dianthicola	NY1538B	74	74	100.00	0.00
GCF_016106985.1_ASM1610698v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016106985.1_ASM1610698v1_genomic.gbff	204039	Dickeya_dianthicola	NY1536B	74	74	100.00	0.00
GCF_016107025.1_ASM1610702v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107025.1_ASM1610702v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1712A	74	74	100.00	0.00
GCF_016107035.1_ASM1610703v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107035.1_ASM1610703v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1722A	74	74	100.00	0.00
GCF_016107065.1_ASM1610706v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107065.1_ASM1610706v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1588A	74	73	100.00	1.35
GCF_016107095.1_ASM1610709v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107095.1_ASM1610709v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1585A	74	74	100.00	0.00
GCF_016107125.1_ASM1610712v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107125.1_ASM1610712v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1548A	74	74	100.00	0.00
GCF_016267665.1_ASM1626766v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016267665.1_ASM1626766v1_genomic.gbff	2795488	Curtobacterium_sp_YC1	YC1	74	74	100.00	0.00
GCF_016107135.1_ASM1610713v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107135.1_ASM1610713v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1584A	74	74	100.00	0.00
GCF_016126895.1_ASM1612689v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016126895.1_ASM1612689v1_genomic.gbff	1905730	Pectobacterium_parmentieri	WC19161	74	74	100.00	0.00
GCF_016107185.1_ASM1610718v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107185.1_ASM1610718v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1532B	74	74	100.00	0.00
GCF_016107195.1_ASM1610719v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107195.1_ASM1610719v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1533B	74	74	100.00	0.00
GCF_016107165.1_ASM1610716v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016107165.1_ASM1610716v1_genomic.gbff	1905730	Pectobacterium_parmentieri	NY1540A	74	74	100.00	0.00
GCF_016307175.1_ASM1630717v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307175.1_ASM1630717v1_genomic.gbff	317	Pseudomonas_syringae	Karpuz_1_hishtil_d	74	73	100.00	1.35
GCF_016307195.1_ASM1630719v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307195.1_ASM1630719v1_genomic.gbff	1615673	Pseudomonas_paralactis	Marul_2_1	74	73	100.00	1.35
GCF_016128295.1_ASM1612829v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016128295.1_ASM1612829v1_genomic.gbff	1642299	Streptomyces_alfalfae	Men-myco-93-63	74	70	100.00	6.76
GCF_016307265.1_ASM1630726v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307265.1_ASM1630726v1_genomic.gbff	47883	Pseudomonas_synxantha	S5_IA_2b	73	72	98.65	1.35
GCF_016307275.1_ASM1630727v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307275.1_ASM1630727v1_genomic.gbff	317	Pseudomonas_syringae	Karpuz_1_hishtil_b	74	73	100.00	1.35
GCF_016307305.1_ASM1630730v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307305.1_ASM1630730v1_genomic.gbff	317	Pseudomonas_syringae	Karpuz_1_hishtil_c	74	73	100.00	1.35
GCF_016307325.1_ASM1630732v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307325.1_ASM1630732v1_genomic.gbff	317	Pseudomonas_syringae	Karpuz_1_hishtil_a	74	73	100.00	1.35
GCF_016307425.1_ASM1630742v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307425.1_ASM1630742v1_genomic.gbff	317	Pseudomonas_syringae	Eng_yaprak1a	74	73	100.00	1.35
GCF_016307465.1_ASM1630746v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307465.1_ASM1630746v1_genomic.gbff	317	Pseudomonas_syringae	Eng_1d_2sap2r	74	73	100.00	1.35
GCF_016307365.1_ASM1630736v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307365.1_ASM1630736v1_genomic.gbff	47883	Pseudomonas_synxantha	S5_IA_2a	74	73	100.00	1.35
GCF_016307475.1_ASM1630747v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307475.1_ASM1630747v1_genomic.gbff	47879	Pseudomonas_corrugata	Sera_3A	74	73	100.00	1.35
GCF_016307495.1_ASM1630749v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307495.1_ASM1630749v1_genomic.gbff	47879	Pseudomonas_corrugata	Sera_3Q	74	73	100.00	1.35
GCF_016307435.1_ASM1630743v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307435.1_ASM1630743v1_genomic.gbff	2796960	Pseudomonas_sp_S4_EA_1b	S4_EA_1b	74	74	100.00	0.00
GCF_016307515.1_ASM1630751v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307515.1_ASM1630751v1_genomic.gbff	33069	Pseudomonas_viridiflava	13_3a_2er	74	73	100.00	1.35
GCF_016307535.1_ASM1630753v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307535.1_ASM1630753v1_genomic.gbff	33069	Pseudomonas_viridiflava	13_3a_2fr	74	71	100.00	4.05
GCF_016307575.1_ASM1630757v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307575.1_ASM1630757v1_genomic.gbff	33069	Pseudomonas_viridiflava	13_3a_2dr	74	73	100.00	1.35
GCF_016307685.1_ASM1630768v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307685.1_ASM1630768v1_genomic.gbff	33069	Pseudomonas_viridiflava	Pvir_12_2b	74	73	100.00	1.35
GCF_016307675.1_ASM1630767v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307675.1_ASM1630767v1_genomic.gbff	33069	Pseudomonas_viridiflava	Pvir_9r_6	74	73	100.00	1.35
GCF_016307705.1_ASM1630770v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307705.1_ASM1630770v1_genomic.gbff	317	Pseudomonas_syringae	Sevgi_fide_PST	74	73	100.00	1.35
GCF_016307745.1_ASM1630774v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307745.1_ASM1630774v1_genomic.gbff	317	Pseudomonas_syringae	Ozgur_Er	74	73	100.00	1.35
GCF_016307565.1_ASM1630756v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307565.1_ASM1630756v1_genomic.gbff	47883	Pseudomonas_synxantha	GSPB_2418	74	73	100.00	1.35
GCF_016307755.1_ASM1630775v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307755.1_ASM1630775v1_genomic.gbff	317	Pseudomonas_syringae	Dr_447_1	74	73	100.00	1.35
GCF_016307765.1_ASM1630776v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307765.1_ASM1630776v1_genomic.gbff	317	Pseudomonas_syringae	CT_2_2	74	73	100.00	1.35
GCF_016307775.1_ASM1630777v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307775.1_ASM1630777v1_genomic.gbff	33069	Pseudomonas_viridiflava	Pvir12_2	74	71	100.00	4.05
GCF_016307845.1_ASM1630784v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307845.1_ASM1630784v1_genomic.gbff	317	Pseudomonas_syringae	Kozan_2015_2	74	72	100.00	2.70
GCF_016307795.1_ASM1630779v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307795.1_ASM1630779v1_genomic.gbff	317	Pseudomonas_syringae	Dom_Pst_2017	74	73	100.00	1.35
GCF_016307855.1_ASM1630785v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307855.1_ASM1630785v1_genomic.gbff	317	Pseudomonas_syringae	Erdemli_2015_6	74	73	100.00	1.35
GCF_016307905.1_ASM1630790v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307905.1_ASM1630790v1_genomic.gbff	317	Pseudomonas_syringae	Kozan_2015_1	74	72	100.00	2.70
GCF_016307925.1_ASM1630792v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307925.1_ASM1630792v1_genomic.gbff	317	Pseudomonas_syringae	Erdemli_2015_4	74	73	100.00	1.35
GCF_016307945.1_ASM1630794v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307945.1_ASM1630794v1_genomic.gbff	317	Pseudomonas_syringae	Dortyol_2015_6	74	73	100.00	1.35
GCF_016307965.1_ASM1630796v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307965.1_ASM1630796v1_genomic.gbff	317	Pseudomonas_syringae	Yuregir_1	74	73	100.00	1.35
GCF_016307865.1_ASM1630786v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307865.1_ASM1630786v1_genomic.gbff	47877	Pseudomonas_amygdali	Kayisi_1_Pss_Erzin	74	73	100.00	1.35
GCF_016307955.1_ASM1630795v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307955.1_ASM1630795v1_genomic.gbff	317	Pseudomonas_syringae	Yuregir_4	74	73	100.00	1.35
GCF_016307995.1_ASM1630799v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016307995.1_ASM1630799v1_genomic.gbff	317	Pseudomonas_syringae	Erdemli_6	74	73	100.00	1.35
GCF_016308015.1_ASM1630801v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308015.1_ASM1630801v1_genomic.gbff	317	Pseudomonas_syringae	Erdemli_5	74	73	100.00	1.35
GCF_016308045.1_ASM1630804v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308045.1_ASM1630804v1_genomic.gbff	317	Pseudomonas_syringae	Erdemli_3	74	72	100.00	2.70
GCF_016308065.1_ASM1630806v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308065.1_ASM1630806v1_genomic.gbff	317	Pseudomonas_syringae	Dortyol_6	74	73	100.00	1.35
GCF_016308075.1_ASM1630807v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308075.1_ASM1630807v1_genomic.gbff	317	Pseudomonas_syringae	Erzin_1	74	73	100.00	1.35
GCF_016308165.1_ASM1630816v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308165.1_ASM1630816v1_genomic.gbff	47877	Pseudomonas_amygdali	Kaysi_meyve3	74	73	100.00	1.35
GCF_016308085.1_ASM1630808v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308085.1_ASM1630808v1_genomic.gbff	317	Pseudomonas_syringae	Erzin_2	74	73	100.00	1.35
GCF_016308145.1_ASM1630814v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308145.1_ASM1630814v1_genomic.gbff	317	Pseudomonas_syringae	Dortyol_1	74	72	100.00	2.70
GCF_016308175.1_ASM1630817v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308175.1_ASM1630817v1_genomic.gbff	317	Pseudomonas_syringae	RCY_3a	74	73	100.00	1.35
GCF_016308105.1_ASM1630810v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308105.1_ASM1630810v1_genomic.gbff	317	Pseudomonas_syringae	Dortyol_5	74	73	100.00	1.35
GCF_016308205.1_ASM1630820v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308205.1_ASM1630820v1_genomic.gbff	317	Pseudomonas_syringae	Kavun_7_1r	74	73	100.00	1.35
GCF_016308245.1_ASM1630824v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308245.1_ASM1630824v1_genomic.gbff	317	Pseudomonas_syringae	H2a	74	73	100.00	1.35
GCF_016308285.1_ASM1630828v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308285.1_ASM1630828v1_genomic.gbff	317	Pseudomonas_syringae	Eng_1a_2r	74	73	100.00	1.35
GCF_016308215.1_ASM1630821v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308215.1_ASM1630821v1_genomic.gbff	317	Pseudomonas_syringae	Kavun_2_2r	74	73	100.00	1.35
GCF_016308365.1_ASM1630836v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308365.1_ASM1630836v1_genomic.gbff	33069	Pseudomonas_viridiflava	Pvir6_2	74	73	100.00	1.35
GCF_016308255.1_ASM1630825v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308255.1_ASM1630825v1_genomic.gbff	317	Pseudomonas_syringae	Eng_1a_1r	74	72	100.00	2.70
