WP_197387532.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB216|24909	WP_197387532.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB216|24909
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P781|6689
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW757|6703
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_YC40-M|6765
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW491|6952
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW24|6959
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW365|6965
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW551|6971
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_KACC10709|7072
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RD15|7180
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CaRs-Mep|7187
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS1308|7369
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS190|7376
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS216|7383
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS4|7390
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_OE1-1|7397
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_EP1|7410
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GEO_99|7912
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GEO_96|7918
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SEPPX05|8319
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CQPS-1|8585
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW700|8642
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_K60|8649
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RS488|9143
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RS489|9150
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RSCM|9965
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GEO_6|9970
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GEO_304|9976
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GEO_55|9987
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UTT-25|10489
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Fm03|12157
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Cq01|12164
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Bg07|12171
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004632415.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_GX3-BWBA|12183
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P816|13138
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T51|14293
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T11|14300
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3175|14307
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3103|14316
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL2330|14323
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T117|14330
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T98|14335
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T78|14344
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3755|14351
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3730|14358
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL2729|14365
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL2312|14370
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL2064|14377
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T101|14384
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T95|14391
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T82|14398
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T60|14407
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T42|14414
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3882|14421
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3822|14428
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3300|14435
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P822|14453
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P824|14494
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_IBSBF2570|14526
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_IBSBF2571|14533
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SFC|14538
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_RS476|14613
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_T523|14620
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CRMRs218|14670
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Tg03|16064
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004632415.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16591
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UA-1612|16709
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UA-1611|16715
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UA-1591|16721
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UA-1579|16725
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UA-1617|16731
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UA-1609|16736
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_HA4-1|17156
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_021193171.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_4NA327D5|18078
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004632415.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_3PA37C10|18088
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW386|18121
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004632415.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_TCR112|18574
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_B2|19711
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_203|19719
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_202|19726
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_1|19764
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_3|19946
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_39|19953
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_57|19966
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_2|19973
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_13|19980
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_9|19988
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_15|19995
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_4|20003
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_42|20010
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_63|20017
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_53|20024
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_36|20031
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_28|20038
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_22|20045
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_7|20052
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_To_1|20059
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_56|20066
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_61|20073
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_52|20080
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_51|20087
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_49|20095
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_45|20102
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_42|20110
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_30|20118
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_28|20125
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_26|20132
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_18|20139
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_24|20147
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_004632415.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_3N|21164
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW848|23040
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT91-F1|23186
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT91-F8|23193
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT15244-F8|23537
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_YQ|23583
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CCRMRs304|23888
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CCRMRsB7|23894
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CCRMRs287|23898
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CCRMRs277|23904
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RUN2474|24385
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RUN2279|24393
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_UW763|24403
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs5|24408
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211471|24534
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211479|24541
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211491|24548
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF301560|24555
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241647|24562
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241648|24569
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211472|24835
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF311693|24842
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB4029|24865
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3727|24871
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NCPPB3985|24875
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3219|24880
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_197330705.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3445|24889
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB253|24894
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_003274444.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_NCPPB325|24899
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595	WP_011003323.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB216|24905
